EG	GN	GI	Type	Len	Ori	LeftEnd	RightEnd	Syn	MN	Description	
EG13562	yagW	g1786483	aa	547	Counterclockwise	304398	306041	Null	Systematic nomenclature	Function unknown
EG13563	yagX	g1786484	aa	841	Counterclockwise	306031	308556	Null	Systematic nomenclature	Possible outer membrane protein, function unknown
EG13564	matC	g1786485	aa	222	Counterclockwise	308582	309250	yagY	Meningitis-Associated	Cryptic gene, required for Mat fimbria in O18K1H7 strains
EG13565	matB	g1786486	aa	195	Counterclockwise	309308	309895	ecpA;yagZ	Meningitis-Associated and Temperature regulated	Cryptic Mat fimbrillin gene, expressed in O18acK1H7 strains
EG13566	wza	g1788376	aa	379	Counterclockwise	2134128	2135267	Null	Systematic nomenclature	Outer membrane auxillary lipoprotein (OMA) Wza; needed for capsular polysaccharide translocation through outer membrane
EG13567	wzb	g1788375	aa	147	Counterclockwise	2133679	2134122	Null	Systematic nomenclature	Phosphotyrosine-protein phosphatase Wzb; activates colanic acid synthesis for capsule production by dephosphorylating Wzc-P; mutants do not make capsules; induced by AI-2 pheromone
EG13568	wzc	g87082032	aa	720	Counterclockwise	2131514	2133676	Null	Systematic nomenclature	Autophosphorylating protein tyrosine kinase Wzc, a regulator of capsule production; mutants do not make capsules; cognate with Wzb phosphatase; phosphorylates Ugd
EG13569	wcaA	g1788372	aa	279	Counterclockwise	2130582	2131421	Null	Systematic nomenclature	Putative colanic acid biosynthesis glycosyl transferase
EG13570	wcaB	g1788371	aa	162	Counterclockwise	2130091	2130579	Null	Systematic nomenclature	Predicted colanic acid biosynthesis acetyltransferase
EG13571	wcaC	g1788370	aa	405	Counterclockwise	2128877	2130094	Null	Systematic nomenclature	Putative colanic acid biosynthesis glycosyl transferase
EG13572	wcaD	g1788369	aa	405	Counterclockwise	2127685	2128902	Null	Systematic nomenclature	Putative colanic acid polymerase
EG13573	wcaE	g1788368	aa	248	Counterclockwise	2126928	2127674	Null	Systematic nomenclature	Predicted colanic acid biosynthesis glycosyl transferase; required for swarming phenotype
EG13574	wcaF	g1788367	aa	182	Counterclockwise	2126364	2126912	Null	Systematic nomenclature	Predicted colanic acid biosynthesis acetyltransferase
EG13575	wcaJ	g1788360	aa	464	Counterclockwise	2118184	2119578	Null	Systematic nomenclature	Putative colanic biosynthesis UDP-glucose lipid carrier transferase
EG13576	wzxC	g1788359	aa	492	Counterclockwise	2116704	2118182	wzx	Systematic nomenclature	Predicted colanic acid translocase
EG13577	wcaK	g1788358	aa	426	Counterclockwise	2115148	2116428	Null	Systematic nomenclature	Colanic acid biosynthesis protein
EG13578	galF	g1788355	aa	297	Counterclockwise	2111458	2112351	wcaN	Galactose	Putative regulatory subunit for GalU
EG13579	ykgB	g87081715	aa	197	Counterclockwise	316950	317543	Null	Systematic nomenclature	Inner membrane protein, DUF417 family, function unknown
EG13580	ykgC	g87081717	aa	441	Counterclockwise	317900	319225	Null	Systematic nomenclature	Predicted pyridine nucleotide-disulfide oxidoreductase
EG13581	ykgD	g1786496	aa	284	Clockwise	319451	320305	Null	Systematic nomenclature	AraC family transcriptional activator, function unknown
EG13582	ykgE	g1786497	aa	239	Clockwise	320832	321551	Null	Systematic nomenclature	Function unknown
EG13583	ykgF	g1786498	aa	475	Clockwise	321562	322989	Null	Systematic nomenclature	Predicted electron transport protein with ferridoxin-like domain, function unknown
EG13584	ykgG	g87081718	aa	231	Clockwise	322982	323677	Null	Systematic nomenclature	Function unknown
EG13585	ykgH	g1786502	aa	222	Counterclockwise	323920	324588	Null	Systematic nomenclature	Function unknown
EG13586	yahB	g1786508	aa	310	Counterclockwise	332725	333657	Null	Systematic nomenclature	LysR family of transcriptional regulators, function unknown
EG13587	yahC	g1786509	aa	165	Counterclockwise	333749	334246	Null	Systematic nomenclature	Predicted inner membrane protein, function unknown
EG13588	yahD	g1786511	aa	201	Clockwise	334504	335109	Null	Systematic nomenclature	Ankyrin repeat protein, function unknown
EG13589	yahE	g1786512	aa	287	Clockwise	335149	336012	Null	Systematic nomenclature	Function unknown
EG13590	yahF	g1786513	aa	515	Clockwise	336002	337549	Null	Systematic nomenclature	Function unknown
EG13591	yahG	g1786514	aa	472	Clockwise	337549	338967	Null	Systematic nomenclature	Function unknown
EG13593	yahI	g1786516	aa	316	Clockwise	339389	340339	Null	Systematic nomenclature	Carbonate kinase homolog, function unknown
EG13594	yahJ	g1786517	aa	460	Clockwise	340349	341731	Null	Systematic nomenclature	Function unknown, related to cytosine deaminase
EG13595	yahK	g1786518	aa	349	Clockwise	342108	343157	Null	Systematic nomenclature	Predicted oxidoreductase, function unknown
EG13596	yahL	g1786519	aa	271	Clockwise	343400	344215	Null	Systematic nomenclature	Function unknown
EG13597	yahM	g87081720	aa	81	Clockwise	344628	344873	Null	Systematic nomenclature	Function unknown
EG13598	yahN	g1786522	aa	223	Counterclockwise	344890	345561	Null	Systematic nomenclature	Inner membrane protein, LysE transporter family; overproduction confers sensitivity to L-homoserine and L-homoserine lactone
EG13599	yahO	g1786523	aa	91	Clockwise	345708	345983	Null	Systematic nomenclature	Predicted periplasmic protein, YhcN family, function unknown
EG13600	prpR	g1786524	aa	528	Counterclockwise	346081	347667	yahP	Propionate	Transcriptional regulator of prp operon; propionate catabolism via 2-methlycitrate cycle, characterized primarily in Salmonella
EG13601	prpB	g1786525	aa	296	Clockwise	347906	348796	yahQ	Propionate	2-Methylisocitrate lyase; propionate catabolism via 2-methlycitrate cycle, characterized primarily in Salmonella
EG13603	prpD	g1786528	aa	483	Clockwise	350439	351890	acnC;yahT	Propionate	2-Methylcitrate dehydratase, 2-methylisocitrate hydratase; propionate catabolism via 2-methlycitrate cycle; active on citrate and isocitrate; responsible for residual apparent aconitase activity in acnAB double mutant; monomeric iron-sulfur protein
EG13604	prpE	g1786529	aa	628	Clockwise	351930	353816	yahU	Propionate	Propionate--CoA ligase; propionate catabolism via 2-methlycitrate cycle, characterized primarily in Salmonella
EG13607	yaiV	g1786573	aa	207	Clockwise	393730	394353	Null	Systematic nomenclature	Predicted transcriptional regulator, function unknown
EG13608	yaiW	g1786576	aa	364	Clockwise	397096	398190	Null	Systematic nomenclature	Required for swarming phenotype, probable lipoprotein; Cys conserved
EG13609	proY	g1786602	aa	457	Clockwise	420210	421583	yajM	Proline	Proline-specific permease
EG13611	yajO	Null	aa	324	Counterclockwise	436385	437359	Null	Systematic nomenclature	2-carboxybenzaldehyde reductase, function unknown
EG13612	dxs	g1786622	aa	620	Counterclockwise	437539	439401	yajP	Deoxy-xylulose-P synthase	DXP synthase; DXP is precursor to isoprenoids, thiamin, pyridoxol
EG13613	yajQ	g87081737	aa	163	Clockwise	443907	444398	Null	Systematic nomenclature	Cell survival gene, function unknown, UPF0234  family; binds tRNA, ATP and GTP; activator of phage Phi6 L segment transcription; Phi6 host factor; low abundance protein
EG13614	yajR	g87081738	aa	454	Counterclockwise	444526	445890	Null	Systematic nomenclature	Putative transporter, function unknown; no overexpression resistances found
EG13615	allA	g1786714	aa	160	Clockwise	531675	532157	glxA2;ybbT	Allantoin	Ureidoglycolate hydrolase: allantoin for anaerobic nitrogen
EG13616	allR	g1786715	aa	271	Clockwise	532235	533050	glxA3;ybbU	Allantoin	Repressor for all (allantoin) and gcl (glyoxylate) operons; glyoxylate-induced
EG13618	ybbW	g87081749	aa	484	Clockwise	536857	538311	allP;glxB2	Systematic nomenclature	Probable allantoin permease, glyoxylate-inducible or allantoin-inducible (anaerobic)
EG13619	allB	g1786722	aa	453	Clockwise	538371	539732	glxB3;ybbX	Allantoin	Allantoinase: allantoin for anaerobic nitrogen; tetrameric
EG13620	ybbY	g87081750	aa	433	Clockwise	539789	541090	glxB4	Systematic nomenclature	Predicted xanthine/uracil permease, function unknown; glyoxylate-inducible
EG13621	glxK	g1786724	aa	381	Clockwise	541112	542257	glxB5;ybbZ	Glyoxylate	Glycerate kinase, glyoxylate-inducible; GK2
EG13622	ylbA	g1786725	aa	261	Counterclockwise	542485	543270	glxB6	Systematic nomenclature	Function unknown, allantoin- and glyoxylate-inducible anaerobically
EG13623	allC	g1786726	aa	411	Counterclockwise	543281	544516	glxB7;ylbB	Allantoin	Allantoate amidohydrolase: allantoin for anaerobic nitrogen
EG13624	allD	g1786727	aa	349	Counterclockwise	544538	545587	glxB8;ylbC	Allantoin	Ureidoglycolate dehydrogenase: allantoin for anaerobic nitrogen
EG13625	mhpF	g1786547	aa	316	Clockwise	372145	373095	Null	m-Hydroxyphenylpropionic acid	Acetaldehyde dehydrogenase, acylating; utilizes MHP
EG13626	ylbF	g1786731	aa	271	Clockwise	548850	549665	Null	Systematic nomenclature	Function unknown
EG13627	ybcK	g1786756	aa	508	Clockwise	568125	569651	Null	Systematic nomenclature	Function unknown, DLP12 prophage
EG13628	ybcL	g1786757	aa	183	Clockwise	570116	570667	Null	Systematic nomenclature	Secreted protein, UPF0098  family, function unknown, DLP12 prophage
EG13629	ybcM	g1786758	aa	265	Clockwise	570677	571474	Null	Systematic nomenclature	Hyperlethality gene, predicted transcriptional activator; DLP12 prophage; AraC family
EG13630	ybcN	g1786759	aa	151	Clockwise	571689	572144	Null	Systematic nomenclature	Function unknown, DLP12 prophage, binds G:T-mismatch
EG13631	ybcO	g1786761	aa	96	Clockwise	572307	572597	Null	Systematic nomenclature	Function unknown, DLP12 prophage
EG13633	quuD	g1786763	aa	127	Clockwise	573179	573562	ybcQ	Q protein nomenclature	Phage 82 Q antitermination protein homolog, DLP12 prophage; capable of substituting for lambda Q protein
EG13634	essD	g1786767	aa	71	Clockwise	576621	576836	ybcR	S protein	Phage lambda S lysis protein homolog, DLP12 prophage
EG13635	arrD	g1786768	aa	165	Clockwise	576836	577333	ybcS	R protein	Phage lambda lysozyme R protein homolog, DLP12 prophage; function unknown
EG13636	rzpD	g1786769	aa	153	Clockwise	577330	577791	Rz;ybcT	Rz protein	Rz homolog, DLP12 prophage
EG13637	borD	g1786770	aa	97	Counterclockwise	577823	578116	iss;ybcU	Bacteriophage open reading	Lipoprotein in DLP12 prophage; possibly involved in bacterial virulence
EG13638	ybcV	g87081758	aa	136	Counterclockwise	578407	578817	Null	Systematic nomenclature	Function unknown, DLP12 prophage
EG13639	ybcW	g1786772	aa	68	Clockwise	579103	579309	Null	Systematic nomenclature	Function unknown, DLP12 prophage
EG13642	cusS	g1786783	aa	480	Counterclockwise	592551	593993	silS(S.t.);ybcZ	Cu sensor	Copper ion sensor regulating cusCFBA expression; may also sense silver
EG13643	ybdJ	g1786794	aa	82	Counterclockwise	605174	605422	Null	Systematic nomenclature	Function unknown
EG13644	ybdK	g1786795	aa	372	Counterclockwise	605488	606606	Null	Systematic nomenclature	Weak gamma-glutamyl:cysteine ligase activity
EG13645	citC	g87081765	aa	352	Counterclockwise	650021	651079	ybeO	Citrate	[Citrate [pro-3S]-lyase] ligase
EG13646	dpiB	g1786837	aa	552	Clockwise	651458	653116	citA;mpdB;ybeP	Destabilizer of plasmid inheritance	Two-component system histidine protein kinase; DpiA is cognate sensor; regulates citCDEFXGT operon; represses appY; periplasmic domain functions as a high-affinity citrate receptor; destabilizes plasmid inheritance
EG13647	ybeQ	g87081769	aa	325	Counterclockwise	674793	675770	Null	Systematic nomenclature	Function unknown
EG13648	ybeR	g1786865	aa	235	Clockwise	675934	676641	Null	Systematic nomenclature	Function unknown
EG13649	djlB	g1786866	aa	475	Clockwise	676638	678065	ybeS	DnaJ-like	DnaJ homolog near hscC; not cognate to HscC
EG13650	ybeT	g1786867	aa	184	Counterclockwise	678075	678629	Null	Systematic nomenclature	Function unknown, Sel1 family
EG13651	ybeU	g1786868	aa	235	Clockwise	678731	679438	Null	Systematic nomenclature	Function unknown, DUF1266 family
EG13652	djlC	g1786869	aa	483	Clockwise	679435	680886	hscD;ybeV	DnaJ-like	Hsc56, DnaJ-like co-chaperone of HscC; stimulates the ATPase activity of HscC(Hsc62), which binds to and inhibits RpoD
EG13653	hscC	g1786870	aa	556	Counterclockwise	680946	682616	ybeW	Heat shock cognate	Hsc62, DnaK-like chaperone; binds to RpoD and inhibits transcription; inhibits growth when overexpressed; Hsc56(DjlC) is DnaJ-like co-chaperone; ATPase activity is stimulated by GrpE, DjlC; mutant grows slow and is hypersensitive to Cd(II) and UV
EG13654	ybeX	g1786879	aa	292	Counterclockwise	690129	691007	corC(S.t.)	Systematic nomenclature	Salmonella ortholog involved in Co2+ and Mg2+ efflux; contains two CBS domains; integral membrane protein; possible hemolysin (by homology)
EG13655	ybeY	g1786880	aa	155	Counterclockwise	691097	691564	Null	Systematic nomenclature	Required for translation at 42C, function unknown; metal-binding heat shock protein
EG13656	ybeZ	g1786881	aa	346	Counterclockwise	691561	692601	phoL	Systematic nomenclature	PhoH paralog, function unknown
EG13657	miaB	g1786882	aa	474	Counterclockwise	692754	694178	yleA	Me-isopentyl-adenine	tRNA-i(6)A37 methylthiotransferase; contains an iron-sulfur center, SAM-dependent
EG13658	ubiF	g1786883	aa	391	Clockwise	694324	695499	yleB	Ubiquinone	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase; produces 2-octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol; required for ubiquinone synthesis; mutation confers resistance to bleomycin, phleomycin and heat
EG13659	chiP	g1786897	aa	468	Clockwise	707557	708963	ybfM	Chitin	Chitoporin, uptake of chitosugars; repressed by chiX(micM) sRNA
EG13660	chiQ	g1786898	aa	108	Clockwise	709013	709339	ybfN	Chitin	Novel verified lipoprotein, function unknown; induced by chitosugars
EG13662	zitB	g1786966	aa	313	Counterclockwise	783105	784046	ybgR	Zinc transporter	Zn(II) efflux transporter; zinc-inducible
EG13663	ybgS	g1786968	aa	126	Counterclockwise	784160	784540	Null	Systematic nomenclature	Function unknown
EG13664	ybhH	g1786985	aa	350	Clockwise	799982	801034	Null	Systematic nomenclature	Function unknown
EG13665	ybhI	g1786986	aa	477	Clockwise	801110	802543	Null	Systematic nomenclature	Putative transporter, function unknown
EG13666	ybhJ	g87081781	aa	753	Clockwise	802726	804987	Null	Systematic nomenclature	AcnA homolog, function unknown; not responsible for the residual aconitase activity in acnAB double mutants
EG13667	ybhK	g1786997	aa	302	Counterclockwise	814962	815870	Null	Systematic nomenclature	Complements B. subtilis yvcK mutant, function unknown; Yvck, and perhaps YbhK, has a role in carbon metabolism
EG13668	ybhL	g1787004	aa	234	Clockwise	819107	819811	Null	Systematic nomenclature	Inner membrane protein, UPF0005 family, function unknown
EG13669	ybhM	g1787005	aa	237	Clockwise	820016	820729	Null	Systematic nomenclature	Inner membrane protein, UPF0005 family, function unknown
EG13670	ybhN	g1787006	aa	318	Counterclockwise	820765	821721	Null	Systematic nomenclature	Function unknown
EG13671	ybhO	g1787007	aa	413	Counterclockwise	821721	822962	Null	Systematic nomenclature	Cardiolipin synthase 2, activity detected in vitro but not in vivo; physiological significance of in vitro activity unclear
EG13672	ybhP	g1787008	aa	253	Counterclockwise	822959	823720	Null	Systematic nomenclature	Endo/exonuclease/phosphatase family protein, function unknown
EG13673	ybhQ	g1787009	aa	136	Clockwise	823853	824263	Null	Systematic nomenclature	Inner membrane protein, function unknown
EG13674	ybhR	g1787010	aa	368	Counterclockwise	824225	825331	Null	Systematic nomenclature	Putative ABC-type transporter, function unknown
EG13675	ybhS	g1787011	aa	377	Counterclockwise	825342	826475	Null	Systematic nomenclature	Putative ABC-type transporter, function unknown
EG13676	ybjG	g1787064	aa	198	Counterclockwise	882015	882611	bcrC	Systematic nomenclature	Undecaprenyl pyrophosphate phosphatase YbjG(UppP), minor
EG13677	ybjH	g1787066	aa	94	Counterclockwise	884169	884453	Null	Systematic nomenclature	Predicted periplasmic protein, function unknown
EG13678	ybjI	g87081790	aa	271	Counterclockwise	884539	885354	Null	Systematic nomenclature	FMN and erythrose-4-P phosphatase; physiological role unknown; HAD15
EG13679	ybjJ	g1787068	aa	402	Counterclockwise	885354	886562	Null	Systematic nomenclature	Putative transporter, function unknown
EG13680	ybjK	g1787069	aa	178	Clockwise	886646	887182	Null	Systematic nomenclature	Predicted transcriptional regulator, function unknown
EG13681	ybjL	g1787071	aa	561	Counterclockwise	887357	889042	Null	Systematic nomenclature	Putative AAE family transporter, function unknown
EG13682	ybjM	g1787072	aa	125	Clockwise	889312	889689	Null	Systematic nomenclature	Inner membrane protein, function unknown
EG13683	ybjN	g1787077	aa	158	Clockwise	892180	892656	Null	Systematic nomenclature	Predicted thiol-disulfide oxidoreductase, function unknown; multicopy suppressor of coaA(Ts); glutaredoxin/thioredoxin family
EG13684	ybjO	g1787082	aa	162	Clockwise	897212	897700	Null	Systematic nomenclature	Inner membrane protein, DUF2593 family, function unknown
EG13685	ybjP	g1787090	aa	171	Counterclockwise	903175	903690	Null	Systematic nomenclature	Novel verified lipoprotein, function unknown
EG13686	ybjQ	g1787091	aa	107	Clockwise	903816	904139	Null	Systematic nomenclature	Conserved protein, UPF0145 family, function unknown
EG13687	amiD	g1787092	aa	276	Clockwise	904136	904966	ybjR	Systematic nomenclature	1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; verified OM lipoprotein
EG13688	ybjS	g87081792	aa	337	Counterclockwise	904963	905976	Null	Systematic nomenclature	Function unknown; predicted enzyme with a nucleoside diphosphate sugar substrate and an NAD(P) cofactor
EG13689	ybjT	g87081793	aa	476	Counterclockwise	906075	907505	Null	Systematic nomenclature	Function unknown
EG13690	ltaE	g1787095	aa	333	Counterclockwise	907516	908517	ltaA;ybjU	L-threonine aldolase	L-allo-threonine aldolase
EG13691	hcr	g1787098	aa	322	Counterclockwise	910405	911373	ybjV	Hybrid-cluster protein reductase	Hydrid-cluster protein oxidoreductase; FAD and [2Fe-2S] cofactors, NADH as electron donor
EG13692	hcp	g87081794	aa	550	Counterclockwise	911385	913037	ybjW	Hybrid-cluster protein	Hydroxylamine reductase, hybrid-cluster [2Fe-2S] protein 
EG13693	ybjX	g1787103	aa	330	Counterclockwise	917351	918343	Null	Systematic nomenclature	Function unknown, homologous to somA (S.t.) and virK (S.f.)
EG13694	macA	g87081796	aa	371	Clockwise	918458	919573	ybjY	Macrolide-specific ABC-type efflux carrier	Membrane fusion protein (MFP) for macrolide efflux; subunit of ABC-type, TolC-dependent transporter MacAB; signal anchor; periplasmic
EG13695	macB	g1787105	aa	648	Clockwise	919570	921516	ybjZ	Macrolide-specific ABC-type efflux carrier	ABC-type macrolide efflux transporter, with MacA and TolC
EG13696	mdfA	g1787065	aa	410	Clockwise	882896	884128	cmlA;cmr	Multidrug facilitator	Transmembrane multidrug/chloramphenicol efflux transporter; confers alkaline pH tolerence
EG13697	ycaM	g87081798	aa	476	Clockwise	946452	947882	Null	Systematic nomenclature	Putative transporter, function unknown
EG13698	ycaN	g1787128	aa	302	Counterclockwise	947883	948791	Null	Systematic nomenclature	Putative transcriptional regulator, function unknown
EG13699	ycaO	g87081799	aa	586	Counterclockwise	954095	955855	Null	Systematic nomenclature	Function unknown
EG13700	ycaP	g1787135	aa	230	Clockwise	955985	956677	Null	Systematic nomenclature	Inner membrane protein, UPF0702 family, function unknown
EG13701	ycaQ	g1787145	aa	410	Clockwise	968612	969844	Null	Systematic nomenclature	Function unknown, DUF1006 family
EG13702	ycbJ	g1787149	aa	297	Clockwise	970975	971868	Null	Systematic nomenclature	Function unknown
EG13703	ycbK	g1787157	aa	182	Clockwise	982298	982846	Null	Systematic nomenclature	Function unknown, peptidase homolog; probably periplasmic
EG13704	ycbL	g1787158	aa	215	Clockwise	982873	983520	Null	Systematic nomenclature	Glyoxalase II homolog, function unknown
EG13705	ssuC	g87081802	aa	263	Counterclockwise	993264	994055	ycbM	Sulfonate-sulfur utilization	Putative aliphatic sulfonate transport membrane component; sulfur starvation inducible; Cbl regulon
EG13706	ssuD	g1787166	aa	381	Counterclockwise	994066	995211	ssi6;ycbN	Sulfonate-sulfur utilization	FMNH2-dependent aliphatic sulfonate monooxygenase; sulfur starvation inducible; Cbl regulon
EG13707	ssuA	g87081803	aa	319	Counterclockwise	995208	996167	ycbO	Sulfonate-sulfur utilization	Putative aliphatic sulfonate binding protein; sulfur starvation inducible
EG13708	ssuE	g1787168	aa	191	Counterclockwise	996160	996735	ssi4;ycbP	Sulfonate-sulfur utilization	NADP(H):FMN oxidoreductase; sulfur starvation inducible; Cbl regulon
EG13709	ycbQ	g87081804	aa	179	Clockwise	997091	997630	elfA	Systematic nomenclature	FimA homolog
EG13710	ycbR	g1787171	aa	233	Clockwise	997713	998414	elfD	Systematic nomenclature	Putative periplasmic pilus chaperone, induced by AI-2 pheromone, function unknown
EG13711	ycbS	g1787172	aa	866	Clockwise	998439	1001039	elfC	Systematic nomenclature	Putative outer membrane fimbrial subunit export usher protein; function unknown
EG13712	ycbT	g1787173	aa	356	Clockwise	1001030	1002100	elfG	Systematic nomenclature	 FimA homolog, function unknown
EG13713	ycbU	g1787174	aa	180	Clockwise	1002112	1002654	Null	Systematic nomenclature	Function unknown, FimA homolog
EG13714	ycbV	g87081805	aa	171	Clockwise	1002662	1003177	Null	Systematic nomenclature	Function unknown, FimA homolog
EG13715	ycbW	g87081807	aa	180	Clockwise	1005175	1005717	Null	Systematic nomenclature	Function unknown
EG13716	ycbX	g1787179	aa	369	Counterclockwise	1005714	1006823	Null	Systematic nomenclature	6-N-hydroxylaminopurine resistance, function unknown
EG13717	rlmL	g1787181	aa	702	Clockwise	1007067	1009175	ycbY	rRNA large-subunit methylation	23S rRNA m(2)G2445 methyltransferase, SAM-dependent
EG13718	ycbZ	g1787188	aa	586	Counterclockwise	1015762	1017522	Null	Systematic nomenclature	Function unknown, S16 peptidase family
EG13719	ymbA	g1787185	aa	187	Clockwise	1014119	1014682	Null	Systematic nomenclature	Probable lipoprotein, function unknown; Cys conserved
EG13720	sxy	g1787193	aa	209	Clockwise	1020361	1020990	tfoX;yccR	Sexy one	Required for expression of CRP-S-dependent promoters
EG13721	yccS	g87081808	aa	717	Counterclockwise	1020953	1023106	Null	Systematic nomenclature	Inner membrane protein, function unknown
EG13722	yccT	g1787198	aa	220	Counterclockwise	1026334	1026996	Null	Systematic nomenclature	Function unknown
EG13723	yccU	g87081810	aa	137	Clockwise	1027169	1027582	Null	Systematic nomenclature	Function unknown, oleic-acid induced
EG13724	hspQ	g1787200	aa	105	Counterclockwise	1027627	1027944	yccV	Heat Shock Protein	Heat shock protein involved in degradation of mutant DnaA; hemimethylated oriC DNA-binding protein; mutation suppresses some dnaA(Ts)
EG13725	rlmI	g1787201	aa	396	Counterclockwise	1028002	1029192	yccW	rRNA large-subunit methylation	23S rRNA m(5)C1962 methyltransferase, SAM-dependent
EG13726	yccX	g1787203	aa	92	Clockwise	1029287	1029565	Null	Systematic nomenclature	Acylphosphatase, weak activity
EG13727	etp	g87081812	aa	148	Counterclockwise	1043453	1043899	yccY	E. coli phosphoTyrosine-protein Phosphatase	Cryptic phosphotyrosine-protein phosphatase; responsible for dephosphorylating the Etk-P autokinase; required for formation of the O-antigen capsule; silenced by IS1D insertion in promoter region
EG13728	gfcE	g1787218	aa	379	Counterclockwise	1043887	1045026	yccZ	Group 4 Capsule	Lipoprotein required for formation of the O-antigen capsule; predicted exopolysaccharide export protein; silenced by IS1D insertion in promoter region
EG13729	gfcD	g1787219	aa	698	Counterclockwise	1045072	1047168	ymcA	Group 4 Capsule	Required for formation of the O-antigen capsule; silenced by IS1D insertion in promoter region
EG13730	gfcC	g1787220	aa	248	Counterclockwise	1047168	1047914	ymcB	Group 4 Capsule	Required for formation of the O-antigen capsule; silenced by IS1D insertion in promoter region
EG13731	gfcB	g1787221	aa	214	Counterclockwise	1047911	1048555	ymcC	Group 4 Capsule	Lipoprotein required for formation of the O-antigen capsule; silenced by IS1D insertion in promoter region
EG13732	gfcA	g87081813	aa	101	Counterclockwise	1048662	1048967	ymcD	Group 4 Capsule	Required for formation of the O-antigen capsule; threonine-rich protein; silenced by IS1D insertion in promoter region
EG13733	ydbL	g87081895	aa	108	Clockwise	1443904	1444230	Null	Systematic nomenclature	Function unknown
EG13735	maoC	g1787653	aa	681	Counterclockwise	1449621	1451666	paaZ;tynP?;ydbN	Monoamine oxidase	Enoyl-CoA hydratase; mutants are reported to be unable to use phenylacetate as a carbon source
EG13736	paaA	g1787654	aa	309	Clockwise	1451951	1452880	ydbO	Phenylacetic acid	Phenylacetyl-CoA oxygenase, alpha subunit; heteromultimeric diiron oxygenase component; phenylacetic acid degradation
EG13737	paaC	g1787656	aa	248	Clockwise	1453188	1453934	ydbP	Phenylacetic acid	Phenylacetyl-CoA oxygenase, beta subunit; heteromultimeric diiron oxygenase component; phenylacetic acid degradation
EG13738	paaD	g87081897	aa	165	Clockwise	1453949	1454446	ydbQ	Phenylacetic acid	Phenylacetyl-CoA oxygenase, gamma subunit; heteromultimeric diiron oxygenase component; phenylacetic acid degradation
EG13739	paaE	g1787658	aa	356	Clockwise	1454454	1455524	ydbR	Phenylacetic acid	Phenylacetyl-CoA oxygenase, NAD(P)H oxidoreductase component; phenylacetic acid degradation
EG13740	paaF	g1787659	aa	255	Clockwise	1455521	1456288	ydbR	Phenylacetic acid	Phenylacetic acid degradation; mutants are unable to use phenylacetate as a carbon source
EG13741	paaG	g1787660	aa	262	Clockwise	1456288	1457076	ydbT	Phenylacetic acid	Probable enoyl-CoA hydratase, phenylacetic acid degradation; mutants are unable to use phenylacetate as a carbon source
EG13742	paaH	g1787661	aa	475	Clockwise	1457078	1458505	ydbU	Phenylacetic acid	3-hydroxybutyryl-CoA dehydrogenase, phenylacetic acid degradation; mutants are unable to use phenylacetate as a carbon source
EG13743	paaI	g1787662	aa	140	Clockwise	1458495	1458917	ydbV	Phenylacetic acid	Thioesterase in phenylacetic acid degradation operon; functional role unknown; most active with ring-hydroxylated phenylacetyl-coenzyme A thioesters
EG13744	paaJ	g1787663	aa	401	Clockwise	1458917	1460122	ydbW	Phenylacetic acid	Beta-ketoadipyl-CoA thiolase, phenylacetic acid degradation; mutants are unable to use phenylacetate as a carbon source
EG13745	paaK	g1787664	aa	437	Clockwise	1460149	1461462	Null	Phenylacetic acid	Phenylacetate-coenzyme A ligase, phenylacetic acid degradation
EG13746	paaX	g1787666	aa	316	Clockwise	1461563	1462513	ydbY	Phenylacetic acid	Repressor for the phenylacetic acid degradation paa operon, aryl-CoA responsive
EG13747	paaY	g1787667	aa	196	Clockwise	1462495	1463085	ydbZ	Phenylacetic acid	Phenylacetic acid degradation, possible acetyltransferase
EG13748	ynbA	g87081901	aa	201	Clockwise	1475645	1476250	Null	Systematic nomenclature	Phosphatidylglycerophosphate synthase homolog, function unknown; inner membrane protein
EG13749	ynbB	g1787677	aa	298	Clockwise	1476250	1477146	Null	Systematic nomenclature	CDP-diglyceride synthase homolog, function unknown; predicted inner membrane protein
EG13750	ynbC	g1787678	aa	585	Clockwise	1477162	1478919	Null	Systematic nomenclature	Predicted bifunctional lysophospholipase and SAM methyltransferase, function unknown
EG13751	ynbD	g1787679	aa	430	Clockwise	1478933	1480225	Null	Systematic nomenclature	Predicted phospholipid or protein phosphatase; predicted inner membrane protein
EG13752	ydcI	g87081904	aa	307	Counterclockwise	1492172	1493095	Null	Systematic nomenclature	Predicted transcriptional regulator, function unknown
EG13753	ydcJ	g1787692	aa	447	Clockwise	1493312	1494655	Null	Systematic nomenclature	Predicted metalloenzyme, function unknown
EG13754	ydcK	g1787698	aa	326	Counterclockwise	1497493	1498473	Null	Systematic nomenclature	Function unknown
EG13755	ydcL	g1787701	aa	222	Clockwise	1500481	1501149	Null	Systematic nomenclature	Novel verified lipoprotein, function unknown
EG13756	insQ	g1787702	aa	382	Clockwise	1501741	1502889	orf2;orfB;tnpB;ydcM	INsertion Sequence	IS609 transposase B
